TIME_GRANULARITY,TIME_D_VALUE,EFFECTIVE_MONTH,RECORD_TYPE,TERRITORY,DEALER_NUMBER,RETAIL_FINANCE_PENETRATIONS_T,RF_PENETRATIONS_PERC,RF_PENETRATIONS_RANK,RF_PENETRATIONS_RANK_N,CREDIT_INSURANCE_PERC_T,CREDIT_INS_PERC,CREDIT_INS_RANK,CREDIT_INS_RANK_N,LOAN_PERC_T,LOAN_PERC,LOAN_PERC_RANK,LOAN_PERC_RANK_N,LEASE_PERC_T,LEASE_PERC,LEASE_PERC_RANK,LEASE_PERC_RANK_N,PRE_APPROVAL_T,PREAPPROVED_PERC,PREAPPROVED_RANK,PREAPPROVED_RANK_N,AUTO_APPROVAL_T,AUTOAPPROVED_PERC,AUTOAPPROVED_RANK,AUTOAPPROVED_RANK_N,EXPIRED_APPROVALS_T,EXPIRED_APPROVED_APP_PERC,EXPIRED_APPROVED_APP_RANK,EXPIRED_APPROVED_APP_RANK_N,ESIGN_PDF_T,ESIGNED_PERC,ESIGNED_PERC_RANK,ESIGNED_PERC_RANK_N
MONTHLY,"Jan,2023",01-01-2023,D,55,201480,52-55%,42.86,6,28,10%,0,6,13,50%,100,,,50%,0,,,10%,0,4,19,10%,0,3,22,5%,0,1,1,100%,0,7,36
MONTHLY,"Jan,2023",01-01-2023,D,30,201630,52-55%,42.86,4,28,10%,0,1,13,50%,100,,,50%,0,,,10%,0,3,19,10%,0,1,22,5%,0,1,1,100%,0,4,36
MONTHLY,"Oct,2023",01-10-2023,D,45,28100,52-55%,54.55,8,38,10%,0,1,16,50%,83.33,,,50%,16.67,,,10%,0,4,22,10%,16.67,6,18,5%,47.92,4,28,100%,41.67,7,32
MONTHLY,"Jan,2023",01-01-2023,D,10,201550,52-55%,0,9,43,10%,0,1,13,50%,0,,,50%,0,,,10%,0,1,19,10%,0,6,22,5%,0,1,1,100%,0,8,36
MONTHLY,"Mar,2023",01-03-2023,D,60,62100,52-55%,70.59,5,11,10%,0,7,13,50%,50,,,50%,50,,,10%,10,3,13,10%,0,3,22,5%,0,1,1,100%,0,8,41
MONTHLY,"Jul,2023",01-07-2023,D,65,200850,52-55%,0,15,68,10%,0,3,16,50%,66.67,,,50%,33.33,,,10%,33.33,1,1,10%,0,14,34,5%,40,8,31,100%,0,13,55
MONTHLY,"Oct,2023",01-10-2023,D,45,33300,52-55%,77.78,2,15,10%,0,1,16,50%,71.43,,,50%,28.57,,,10%,0,4,22,10%,14.29,7,20,5%,50,7,33,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,45,30800,52-55%,83.33,1,11,10%,0,1,16,50%,100,,,50%,0,,,10%,0,4,22,10%,9.09,9,28,5%,48.15,5,29,100%,100,1,1
MONTHLY,"Aug,2023",01-08-2023,D,20,200390,52-55%,42.86,11,42,10%,0,2,13,50%,100,,,50%,0,,,10%,0,2,14,10%,0,7,41,5%,25,2,16,100%,50,9,32
MONTHLY,"Aug,2023",01-08-2023,D,20,200190,52-55%,80,2,4,10%,0,2,13,50%,100,,,50%,0,,,10%,0,2,14,10%,36.36,3,11,5%,50,6,42,100%,90.91,2,5
MONTHLY,"Oct,2023",01-10-2023,D,45,143200,52-55%,0,13,61,10%,0,1,16,50%,0,,,50%,0,,,10%,0,4,22,10%,0,11,42,5%,0,1,1,100%,0,8,40
MONTHLY,"Oct,2023",01-10-2023,D,45,28150,52-55%,0,13,61,10%,0,1,16,50%,0,,,50%,0,,,10%,0,4,22,10%,0,11,42,5%,0,1,1,100%,0,8,40
MONTHLY,"Jan,2023",01-01-2023,D,40,201780,52-55%,81.82,2,8,10%,0,1,13,50%,0,,,50%,100,,,10%,0,4,19,10%,0,6,22,5%,0,1,1,100%,50,5,19
MONTHLY,"Jan,2023",01-01-2023,D,40,27600,52-55%,50,3,25,10%,0,1,13,50%,8.33,,,50%,91.67,,,10%,0,4,19,10%,25,4,11,5%,0,1,1,100%,25,7,28
MONTHLY,"Jan,2023",01-01-2023,D,40,200380,52-55%,50,3,25,10%,0,1,13,50%,100,,,50%,0,,,10%,0,4,19,10%,25,4,11,5%,0,1,1,100%,50,5,19
MONTHLY,"Mar,2024",01-03-2024,D,20,128100,52-55%,0,3,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,2,7,10%,0,1,7,5%,74.07,7,26,100%,0,3,6
MONTHLY,"Jun,2023",01-06-2023,D,45,200150,52-55%,69.39,4,19,10%,0,1,15,50%,32.14,,,50%,67.86,,,10%,3.57,7,22,10%,10.71,6,22,5%,0,1,1,100%,67.86,6,24
MONTHLY,"Jun,2023",01-06-2023,D,45,16400,52-55%,57.14,8,40,10%,0,1,15,50%,17.86,,,50%,82.14,,,10%,17.86,1,4,10%,28.57,3,6,5%,8.33,2,4,100%,82.14,3,12
MONTHLY,"Sep,2023",01-09-2023,D,20,200570,52-55%,27.91,9,50,10%,0,3,16,50%,88.89,,,50%,11.11,,,10%,0,1,1,10%,5.56,8,33,5%,35.71,5,28,100%,88.89,2,8
MONTHLY,"Sep,2023",01-09-2023,D,20,201770,52-55%,62.5,3,22,10%,0,3,16,50%,83.33,,,50%,16.67,,,10%,0,1,1,10%,33.33,4,15,5%,16.67,2,4,100%,83.33,3,11
MONTHLY,"Sep,2023",01-09-2023,D,20,128100,52-55%,18.18,12,56,10%,0,3,16,50%,60,,,50%,40,,,10%,0,1,1,10%,40,3,11,5%,21.05,3,8,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,20,201000,52-55%,50,4,39,10%,0,3,16,50%,100,,,50%,0,,,10%,0,1,1,10%,50,2,6,5%,50,8,51,100%,75,5,15
MONTHLY,"Apr,2023",01-04-2023,D,65,29200,52-55%,75,4,11,10%,0,3,15,50%,81.82,,,50%,18.18,,,10%,0,4,26,10%,9.09,5,19,5%,0,1,1,100%,63.64,3,19
MONTHLY,"Apr,2023",01-04-2023,D,65,118300,52-55%,0,14,59,10%,0,3,15,50%,0,,,50%,0,,,10%,0,4,26,10%,0,7,28,5%,0,1,1,100%,0,13,47
MONTHLY,"Sep,2023",01-09-2023,D,45,135100,52-55%,44.44,12,43,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,60,1,4,5%,37.5,4,31,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,45,16400,52-55%,62.79,4,21,10%,0,1,16,50%,18.18,,,50%,81.82,,,10%,0,1,1,10%,31.82,3,16,5%,44.19,9,40,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,65,8400,52-55%,85.71,3,6,10%,0,2,15,50%,100,,,50%,0,,,10%,10,2,10,10%,0,10,28,5%,44,4,9,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,65,200200,52-55%,78.57,5,11,10%,0,2,15,50%,92.31,,,50%,7.69,,,10%,7.69,3,14,10%,30.77,1,8,5%,37.5,3,6,100%,30.77,8,31
MONTHLY,"Nov,2023",01-11-2023,D,65,142300,52-55%,88.89,2,2,10%,0,2,15,50%,76.47,,,50%,23.53,,,10%,0,5,21,10%,0,10,28,5%,64.86,10,54,100%,82.35,6,20
MONTHLY,"Dec,2023",01-12-2023,D,55,138700,52-55%,64,7,26,10%,10.64,5,11,50%,46.81,,,50%,53.19,,,10%,14.89,1,8,10%,0,4,27,5%,77.24,4,45,100%,95.74,3,5
MONTHLY,"Dec,2023",01-12-2023,D,55,29300,52-55%,20,9,48,10%,50,2,2,50%,75,,,50%,25,,,10%,0,4,21,10%,0,4,27,5%,77.78,5,47,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,20,200580,52-55%,50,4,17,10%,0,1,12,50%,100,,,50%,0,,,10%,0,3,19,10%,0,3,20,5%,88.64,11,60,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,55,200720,52-55%,50,8,34,10%,0,7,14,50%,25,,,50%,75,,,10%,0,4,21,10%,12.5,1,13,5%,78.38,6,48,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,20,46100,52-55%,0,7,32,10%,0,1,12,50%,0,,,50%,0,,,10%,0,3,19,10%,0,3,20,5%,100,13,79,100%,0,5,15
MONTHLY,"Feb,2024",01-02-2024,D,20,201510,52-55%,33.33,5,23,10%,0,1,12,50%,100,,,50%,0,,,10%,0,3,19,10%,0,3,20,5%,100,13,79,100%,66.67,3,12
MONTHLY,"Aug,2023",01-08-2023,D,65,56600,52-55%,74.29,3,7,10%,0,3,13,50%,43.75,,,50%,56.25,,,10%,0,3,14,10%,21.88,4,20,5%,21.05,5,12,100%,84.38,3,12
MONTHLY,"Aug,2023",01-08-2023,D,65,41000,52-55%,45.45,11,38,10%,0,3,13,50%,81.82,,,50%,18.18,,,10%,0,3,14,10%,36.36,1,11,5%,0,1,1,100%,45.45,9,34
MONTHLY,"Apr,2023",01-04-2023,D,65,201110,52-55%,33.33,12,48,10%,0,3,15,50%,50,,,50%,50,,,10%,0,4,26,10%,0,7,28,5%,0,1,1,100%,0,13,47
MONTHLY,"Aug,2023",01-08-2023,D,65,142700,52-55%,50,10,35,10%,0,3,13,50%,100,,,50%,0,,,10%,0,3,14,10%,22.22,3,19,5%,35.29,10,27,100%,0,16,48
MONTHLY,"Sep,2023",01-09-2023,D,10,13500,52-55%,60,4,27,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,14.29,5,23,5%,77.78,10,69,100%,71.43,3,17
MONTHLY,"Sep,2023",01-09-2023,D,10,50900,52-55%,50,5,39,10%,0,1,16,50%,75,,,50%,25,,,10%,0,1,1,10%,0,6,36,5%,25,2,13,100%,25,6,28
MONTHLY,"Dec,2023",01-12-2023,D,30,201630,52-55%,50,5,34,10%,0,3,14,50%,100,,,50%,0,,,10%,0,3,21,10%,0,2,27,5%,66.67,4,21,100%,100,1,1
MONTHLY,"Jun,2023",01-06-2023,D,40,134800,52-55%,64.44,5,28,10%,0,1,15,50%,0,,,50%,100,,,10%,11.11,3,10,10%,8.89,6,26,5%,5.88,2,2,100%,91.11,2,6
MONTHLY,"Feb,2024",01-02-2024,D,60,58600,52-55%,66.67,4,11,10%,0,4,12,50%,33.33,,,50%,66.67,,,10%,0,5,19,10%,0,4,20,5%,79.63,5,29,100%,100,1,1
MONTHLY,"May,2023",01-05-2023,D,60,200250,52-55%,37.5,12,66,10%,12.5,2,5,50%,25,,,50%,75,,,10%,0,7,36,10%,0,5,46,5%,0,1,1,100%,12.5,6,60
MONTHLY,"May,2023",01-05-2023,D,60,136700,52-55%,66.67,7,18,10%,0,9,19,50%,87.5,,,50%,12.5,,,10%,0,7,36,10%,0,5,46,5%,0,1,1,100%,12.5,6,60
MONTHLY,"Mar,2024",01-03-2024,D,55,39000,52-55%,0,4,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,3,7,10%,0,1,7,5%,80,4,47,100%,0,2,6
MONTHLY,"Mar,2024",01-03-2024,D,55,201700,52-55%,0,4,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,3,7,10%,0,1,7,5%,72.41,2,20,100%,0,2,6
MONTHLY,"Apr,2023",01-04-2023,D,35,201450,52-55%,63.64,3,26,10%,0,2,15,50%,28.57,,,50%,71.43,,,10%,0,3,26,10%,14.29,3,11,5%,0,1,1,100%,100,1,1
MONTHLY,"Apr,2023",01-04-2023,D,35,36700,52-55%,64.29,2,24,10%,0,2,15,50%,46.15,,,50%,53.85,,,10%,7.69,2,17,10%,7.69,4,21,5%,0,1,1,100%,84.62,2,5
MONTHLY,"Apr,2023",01-04-2023,D,35,200000,52-55%,20,6,55,10%,0,2,15,50%,100,,,50%,0,,,10%,0,3,26,10%,0,5,28,5%,0,1,1,100%,0,5,47
MONTHLY,"Apr,2023",01-04-2023,D,35,59100,52-55%,50,5,38,10%,0,2,15,50%,0,,,50%,0,,,10%,0,3,26,10%,0,5,28,5%,0,1,1,100%,0,5,47
MONTHLY,"Dec,2023",01-12-2023,D,40,201840,52-55%,20,8,48,10%,0,1,14,50%,100,,,50%,0,,,10%,0,4,21,10%,0,4,27,5%,89.47,10,73,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,65,200730,52-55%,70,7,22,10%,0,2,15,50%,20,,,50%,80,,,10%,10,2,10,10%,0,10,28,5%,62.22,9,43,100%,90,2,11
MONTHLY,"Feb,2024",01-02-2024,D,60,129200,52-55%,14.29,8,31,10%,0,4,12,50%,100,,,50%,0,,,10%,0,5,19,10%,0,4,20,5%,82.5,7,39,100%,66.67,4,12
MONTHLY,"Nov,2023",01-11-2023,D,20,50400,52-55%,37.5,6,43,10%,0,1,15,50%,100,,,50%,0,,,10%,0,2,21,10%,0,5,28,5%,81.82,9,76,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,20,128100,52-55%,30,8,46,10%,0,1,15,50%,71.43,,,50%,28.57,,,10%,0,2,21,10%,0,5,28,5%,54.29,3,22,100%,85.71,2,16
MONTHLY,"Nov,2023",01-11-2023,D,20,48700,52-55%,66.67,4,23,10%,0,1,15,50%,60,,,50%,40,,,10%,20,1,4,10%,0,5,28,5%,64.71,5,53,100%,60,4,26
MONTHLY,"Nov,2023",01-11-2023,D,20,200830,52-55%,0,11,52,10%,0,1,15,50%,0,,,50%,0,,,10%,0,2,21,10%,0,5,28,5%,0,1,1,100%,0,5,36
MONTHLY,"Jan,2024",01-01-2024,D,60,4100,52-55%,66.67,6,14,10%,44.44,1,1,50%,38.89,,,50%,61.11,,,10%,0,3,19,10%,0,5,26,5%,89.12,11,67,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,60,51600,52-55%,44.44,9,22,10%,0,9,14,50%,0,,,50%,100,,,10%,0,3,19,10%,10,3,18,5%,82.24,8,38,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,40,134800,52-55%,51.9,5,36,10%,0,1,15,50%,0,,,50%,100,,,10%,4.04,2,20,10%,0,7,28,5%,42.76,1,8,100%,97.98,2,2
MONTHLY,"Nov,2023",01-11-2023,D,40,50100,52-55%,25,8,47,10%,0,1,15,50%,100,,,50%,0,,,10%,0,3,21,10%,0,7,28,5%,71.43,11,66,100%,100,1,1
MONTHLY,"Jan,2023",01-01-2023,D,45,115000,52-55%,0,10,43,10%,0,1,13,50%,0,,,50%,0,,,10%,0,8,19,10%,0,5,22,5%,0,1,1,100%,0,11,36
MONTHLY,"Jan,2023",01-01-2023,D,45,28150,52-55%,0,10,43,10%,0,1,13,50%,0,,,50%,0,,,10%,0,8,19,10%,0,5,22,5%,0,1,1,100%,0,11,36
MONTHLY,"Oct,2023",01-10-2023,D,60,62100,52-55%,87.5,4,6,10%,23.33,3,4,50%,40,,,50%,60,,,10%,6.67,5,17,10%,0,10,42,5%,32.5,1,10,100%,90,4,14
MONTHLY,"Oct,2023",01-10-2023,D,60,136700,52-55%,85.71,5,7,10%,12.5,6,11,50%,75,,,50%,25,,,10%,0,6,22,10%,6.25,6,34,5%,37.93,4,14,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,60,58600,52-55%,78.95,8,14,10%,0,8,16,50%,8,,,50%,92,,,10%,0,6,22,10%,4,8,40,5%,57.69,10,47,100%,92,3,10
MONTHLY,"Oct,2023",01-10-2023,D,60,201740,52-55%,85.71,5,7,10%,0,8,16,50%,30,,,50%,70,,,10%,0,6,22,10%,0,10,42,5%,55.56,8,42,100%,100,1,1
MONTHLY,"May,2023",01-05-2023,D,65,200850,52-55%,80,2,3,10%,0,3,19,50%,66.67,,,50%,33.33,,,10%,0,4,36,10%,0,13,46,5%,0,1,1,100%,0,13,66
MONTHLY,"May,2023",01-05-2023,D,65,200730,52-55%,80,2,3,10%,0,3,19,50%,44,,,50%,56,,,10%,0,4,36,10%,4,11,40,5%,0,1,1,100%,36,6,46
MONTHLY,"May,2023",01-05-2023,D,65,50300,52-55%,66.67,5,18,10%,0,3,19,50%,100,,,50%,0,,,10%,0,4,36,10%,0,13,46,5%,0,1,1,100%,66.67,3,22
MONTHLY,"Aug,2023",01-08-2023,D,10,50900,52-55%,33.33,12,51,10%,0,2,13,50%,100,,,50%,0,,,10%,0,1,14,10%,0,7,41,5%,0,1,1,100%,50,5,32
MONTHLY,"Dec,2023",01-12-2023,D,50,201580,52-55%,64.29,5,25,10%,0,1,14,50%,60,,,50%,40,,,10%,0,1,21,10%,40,1,3,5%,73.33,7,35,100%,60,5,24
MONTHLY,"May,2023",01-05-2023,D,65,200700,52-55%,55,11,38,10%,0,3,19,50%,50,,,50%,50,,,10%,16.67,1,8,10%,8.33,9,27,5%,0,1,1,100%,25,9,52
MONTHLY,"Apr,2023",01-04-2023,D,60,200320,52-55%,47.06,7,42,10%,18.18,2,5,50%,27.27,,,50%,72.73,,,10%,36.36,1,3,10%,9.09,3,19,5%,0,1,1,100%,0,7,47
MONTHLY,"Jan,2023",01-01-2023,D,45,52100,52-55%,57.14,5,21,10%,0,1,13,50%,100,,,50%,0,,,10%,5.56,7,17,10%,5.56,4,20,5%,0,1,1,100%,94.44,1,2
MONTHLY,"Sep,2023",01-09-2023,D,35,200990,52-55%,100,1,1,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,100,1,2,5%,50,4,51,100%,100,1,1
MONTHLY,"Mar,2024",01-03-2024,D,40,6900,52-55%,50,2,8,10%,0,1,5,50%,50,,,50%,50,,,10%,0,2,7,10%,0,1,7,5%,73.91,2,25,100%,100,1,1
MONTHLY,"Mar,2024",01-03-2024,D,40,27600,52-55%,100,1,1,10%,0,1,5,50%,0,,,50%,100,,,10%,50,1,2,10%,0,1,7,5%,84.81,6,62,100%,100,1,1
MONTHLY,"Mar,2024",01-03-2024,D,40,200380,52-55%,0,3,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,2,7,10%,0,1,7,5%,100,12,88,100%,0,2,6
MONTHLY,"Sep,2023",01-09-2023,D,50,201440,52-55%,54.55,4,34,10%,0,1,16,50%,83.33,,,50%,16.67,,,10%,0,1,1,10%,50,1,6,5%,54.55,7,56,100%,83.33,4,11
MONTHLY,"Feb,2024",01-02-2024,D,35,36700,52-55%,60,2,14,10%,0,1,12,50%,22.22,,,50%,77.78,,,10%,22.22,1,6,10%,0,2,20,5%,76.09,2,18,100%,77.78,2,10
MONTHLY,"Mar,2024",01-03-2024,D,30,139500,52-55%,0,2,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,1,7,10%,0,3,7,5%,81.25,7,49,100%,0,2,6
MONTHLY,"Mar,2024",01-03-2024,D,30,201610,52-55%,0,2,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,1,7,10%,0,3,7,5%,80,6,47,100%,0,2,6
MONTHLY,"Oct,2023",01-10-2023,D,40,134800,52-55%,59.38,3,32,10%,0,1,16,50%,0,,,50%,100,,,10%,5.41,3,18,10%,8.11,8,30,5%,41.82,4,20,100%,97.3,2,3
MONTHLY,"Jul,2023",01-07-2023,D,55,4300,52-55%,68,2,13,10%,4.76,7,14,50%,33.33,,,50%,66.67,,,10%,0,4,22,10%,4.76,2,31,5%,23.53,6,23,100%,19.05,6,46
MONTHLY,"Mar,2023",01-03-2023,D,50,201590,52-55%,66.67,1,16,10%,0,1,13,50%,80,,,50%,20,,,10%,10,4,13,10%,10,3,16,5%,0,1,1,100%,100,1,1
MONTHLY,"Jun,2023",01-06-2023,D,50,200860,52-55%,50,5,55,10%,0,1,15,50%,100,,,50%,0,,,10%,0,5,25,10%,0,6,35,5%,0,1,1,100%,83.33,3,10
MONTHLY,"Aug,2023",01-08-2023,D,30,200610,52-55%,100,1,1,10%,0,2,13,50%,100,,,50%,0,,,10%,0,2,14,10%,0,2,41,5%,0,1,1,100%,0,6,48
MONTHLY,"Aug,2023",01-08-2023,D,30,201630,52-55%,25,8,53,10%,0,2,13,50%,100,,,50%,0,,,10%,0,2,14,10%,33.33,1,12,5%,66.67,6,45,100%,100,1,1
MONTHLY,"Aug,2023",01-08-2023,D,30,201620,52-55%,71.43,4,10,10%,0,2,13,50%,57.14,,,50%,42.86,,,10%,0,2,14,10%,0,2,41,5%,27.27,3,20,100%,78.57,2,16
MONTHLY,"Dec,2023",01-12-2023,D,35,201400,52-55%,25,6,47,10%,0,1,14,50%,100,,,50%,0,,,10%,50,1,2,10%,0,3,27,5%,66.67,2,21,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,35,201460,52-55%,0,8,52,10%,0,1,14,50%,0,,,50%,0,,,10%,0,3,21,10%,0,3,27,5%,75,3,42,100%,0,3,28
MONTHLY,"Feb,2024",01-02-2024,D,30,200610,52-55%,0,6,32,10%,0,1,12,50%,0,,,50%,0,,,10%,0,2,19,10%,0,1,20,5%,66.67,3,7,100%,0,3,15
MONTHLY,"Mar,2023",01-03-2023,D,45,200150,52-55%,69.7,2,12,10%,0,1,13,50%,21.05,,,50%,78.95,,,10%,0,7,21,10%,31.58,3,6,5%,0,1,1,100%,78.95,3,10
MONTHLY,"Mar,2023",01-03-2023,D,45,200740,52-55%,63.64,4,19,10%,0,1,13,50%,18.18,,,50%,81.82,,,10%,0,7,21,10%,0,10,22,5%,0,1,1,100%,45.45,7,22
MONTHLY,"Oct,2023",01-10-2023,D,50,201440,52-55%,57.14,3,34,10%,0,1,16,50%,100,,,50%,0,,,10%,0,3,22,10%,50,2,3,5%,69.23,10,65,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,50,201590,52-55%,46.15,7,45,10%,0,1,16,50%,87.5,,,50%,12.5,,,10%,0,3,22,10%,37.5,3,4,5%,42.86,3,22,100%,87.5,3,16
MONTHLY,"Mar,2023",01-03-2023,T,140,,52-55%,39.04,9,,10%,0,5,,50%,84.81,,,50%,15.19,,,10%,1.27,10,,10%,12.66,2,,5%,0,1,,100%,43.04,6,
MONTHLY,"Nov,2023",01-11-2023,T,90,,52-55%,51,10,,10%,0,6,,50%,83.58,,,50%,16.42,,,10%,4.48,4,,10%,14.93,2,,5%,71.66,10,,100%,89.55,7,
MONTHLY,"Jan,2024",01-01-2024,D,65,201880,52-55%,100,1,1,10%,0,1,14,50%,50,,,50%,50,,,10%,0,4,19,10%,0,8,26,5%,100,16,84,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,65,56600,52-55%,93.33,2,2,10%,0,1,14,50%,50,,,50%,50,,,10%,6.25,3,17,10%,18.75,4,11,5%,81.48,7,35,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,10,201060,52-55%,65.38,2,12,10%,0,1,12,50%,35.29,,,50%,64.71,,,10%,5.88,2,16,10%,35.29,2,4,5%,77.78,5,22,100%,88.24,2,5
MONTHLY,"Feb,2024",01-02-2024,D,10,9400,52-55%,0,6,32,10%,0,1,12,50%,100,,,50%,0,,,10%,0,3,19,10%,0,6,20,5%,80,7,30,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,20,46100,52-55%,0,11,52,10%,0,1,14,50%,0,,,50%,0,,,10%,0,4,21,10%,0,5,27,5%,33.33,2,2,100%,0,6,28
MONTHLY,"Dec,2023",01-12-2023,D,20,200910,52-55%,0,11,52,10%,0,1,14,50%,0,,,50%,0,,,10%,0,4,21,10%,0,5,27,5%,75,8,42,100%,0,6,28
MONTHLY,"Jan,2024",01-01-2024,D,65,4600,52-55%,76.92,5,8,10%,0,1,14,50%,34.62,,,50%,65.38,,,10%,0,4,19,10%,3.85,7,25,5%,86.27,10,52,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,65,8400,52-55%,87.5,3,4,10%,0,1,14,50%,71.43,,,50%,28.57,,,10%,0,4,19,10%,14.29,6,15,5%,89.29,14,69,100%,92.86,2,3
MONTHLY,"Jun,2023",01-06-2023,D,65,118300,52-55%,0,15,79,10%,0,3,15,50%,0,,,50%,0,,,10%,0,6,25,10%,0,13,35,5%,0,1,1,100%,0,15,62
MONTHLY,"Jan,2023",01-01-2023,D,35,52800,52-55%,0,7,43,10%,0,2,13,50%,0,,,50%,0,,,10%,0,3,19,10%,0,3,22,5%,0,1,1,100%,0,4,36
MONTHLY,"Jan,2023",01-01-2023,D,35,201400,52-55%,100,1,1,10%,0,2,13,50%,100,,,50%,0,,,10%,0,3,19,10%,0,3,22,5%,0,1,1,100%,100,1,1
MONTHLY,"Jan,2023",01-01-2023,D,35,36700,52-55%,75,2,11,10%,0,2,13,50%,30.77,,,50%,69.23,,,10%,0,3,19,10%,7.69,2,17,5%,0,1,1,100%,46.15,3,20
MONTHLY,"Jan,2023",01-01-2023,D,35,201870,52-55%,0,7,43,10%,0,2,13,50%,0,,,50%,0,,,10%,0,3,19,10%,0,3,22,5%,0,1,1,100%,0,4,36
MONTHLY,"Jun,2023",01-06-2023,D,40,201780,52-55%,68,3,23,10%,0,1,15,50%,5.88,,,50%,94.12,,,10%,0,4,25,10%,0,7,35,5%,0,1,1,100%,82.35,3,11
MONTHLY,"Jun,2023",01-06-2023,D,40,6900,52-55%,31.58,10,67,10%,0,1,15,50%,70,,,50%,30,,,10%,20,1,2,10%,0,7,35,5%,0,1,1,100%,60,8,30
MONTHLY,"Feb,2024",01-02-2024,D,60,51600,52-55%,71.43,3,10,10%,0,4,12,50%,0,,,50%,100,,,10%,0,5,19,10%,0,4,20,5%,88.46,12,59,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,60,136700,52-55%,60,5,14,10%,25,3,7,50%,100,,,50%,0,,,10%,25,1,5,10%,0,4,20,5%,84,9,41,100%,75,3,11
MONTHLY,"Feb,2024",01-02-2024,D,60,114900,52-55%,0,9,32,10%,0,4,12,50%,100,,,50%,0,,,10%,0,5,19,10%,0,4,20,5%,87.23,11,55,100%,100,1,1
MONTHLY,"Jun,2023",01-06-2023,D,10,25150,52-55%,66.67,4,24,10%,0,1,15,50%,100,,,50%,0,,,10%,0,3,25,10%,12.5,3,18,5%,100,3,14,100%,62.5,3,28
MONTHLY,"May,2023",01-05-2023,D,60,114900,52-55%,100,1,1,10%,5.26,6,12,50%,73.68,,,50%,26.32,,,10%,5.26,4,28,10%,0,5,46,5%,0,1,1,100%,5.26,8,65
MONTHLY,"May,2023",01-05-2023,D,60,201740,52-55%,76.92,3,6,10%,0,9,19,50%,20,,,50%,80,,,10%,0,7,36,10%,0,5,46,5%,0,1,1,100%,100,1,1
MONTHLY,"May,2023",01-05-2023,D,60,62100,52-55%,66.67,7,18,10%,16.22,1,4,50%,64.86,,,50%,35.14,,,10%,2.7,6,33,10%,5.41,2,37,5%,0,1,1,100%,0,9,66
MONTHLY,"Jan,2024",01-01-2024,D,60,25400,52-55%,80,3,7,10%,16.67,5,6,50%,33.33,,,50%,66.67,,,10%,0,3,19,10%,0,5,26,5%,88,9,59,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,60,200250,52-55%,80,3,7,10%,0,9,14,50%,42.86,,,50%,57.14,,,10%,0,3,19,10%,14.29,2,15,5%,63.89,1,6,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,60,136700,52-55%,85.71,2,5,10%,22.22,3,4,50%,100,,,50%,0,,,10%,0,3,19,10%,0,5,26,5%,82.22,7,37,100%,88.89,3,6
MONTHLY,"Jan,2024",01-01-2024,D,60,58600,52-55%,66.67,6,14,10%,0,9,14,50%,9.09,,,50%,90.91,,,10%,0,3,19,10%,9.09,4,20,5%,88.89,10,65,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,60,114900,52-55%,75,4,9,10%,20,4,5,50%,80,,,50%,20,,,10%,0,3,19,10%,0,5,26,5%,97.56,12,83,100%,80,4,10
MONTHLY,"Jan,2024",01-01-2024,D,60,28000,52-55%,100,1,1,10%,25,2,3,50%,50,,,50%,50,,,10%,0,3,19,10%,50,1,3,5%,76,5,17,100%,50,5,15
